"Plot Title: UA-002-64_TEST12"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10951902, SEN S/N: 10951902, LBL: Temp)","Coupler Attached (LGR S/N: 10951902)","Host Connected (LGR S/N: 10951902)","Stopped (LGR S/N: 10951902)","End Of File (LGR S/N: 10951902)"
402,07/15/22 20:30:00,15.378,,,,
403,07/15/22 21:00:00,14.613,,,,
404,07/15/22 21:30:00,14.230,,,,
405,07/15/22 22:00:00,13.846,,,,
406,07/15/22 22:30:00,13.173,,,,
407,07/15/22 23:00:00,12.401,,,,
408,07/15/22 23:30:00,11.916,,,,
409,07/16/22 00:00:00,11.722,,,,
410,07/16/22 00:30:00,11.625,,,,
411,07/16/22 01:00:00,11.528,,,,
412,07/16/22 01:30:00,11.334,,,,
413,07/16/22 02:00:00,11.139,,,,
414,07/16/22 02:30:00,11.041,,,,
415,07/16/22 03:00:00,10.846,,,,
416,07/16/22 03:30:00,10.651,,,,
417,07/16/22 04:00:00,10.455,,,,
418,07/16/22 04:30:00,10.455,,,,
419,07/16/22 05:00:00,11.041,,,,
420,07/16/22 05:30:00,11.431,,,,
421,07/16/22 06:00:00,11.139,,,,
422,07/16/22 06:30:00,11.041,,,,
423,07/16/22 07:00:00,11.236,,,,
424,07/16/22 07:30:00,12.207,,,,
425,07/16/22 08:00:00,14.517,,,,
426,07/16/22 08:30:00,17.189,,,,
427,07/16/22 09:00:00,16.046,,,,
428,07/16/22 09:30:00,15.951,,,,
429,07/16/22 10:00:00,18.426,,,,
430,07/16/22 10:30:00,19.662,,,,
431,07/16/22 11:00:00,22.429,,,,
432,07/16/22 11:30:00,24.255,,,,
433,07/16/22 12:00:00,24.835,,,,
434,07/16/22 12:30:00,25.416,,,,
435,07/16/22 13:00:00,27.173,,,,
436,07/16/22 13:30:00,30.963,,,,
437,07/16/22 14:00:00,32.600,,,,
438,07/16/22 14:30:00,29.552,,,,
439,07/16/22 15:00:00,28.159,,,,
440,07/16/22 15:30:00,30.558,,,,
441,07/16/22 16:00:00,29.452,,,,
442,07/16/22 16:30:00,26.097,,,,
443,07/16/22 17:00:00,24.062,,,,
444,07/16/22 17:30:00,22.812,,,,
445,07/16/22 18:00:00,20.805,,,,
